Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2008Q4,CENTRAL GREEN CONDOMINIUM,03,3.08,3.41,3.87
2008Q4,EMERALD PARK,03,3.33,3.51,3.80
2008Q4,PEARL BANK APARTMENT,03,2.09,2.33,2.43
2008Q4,QUEENS,03,3.87,4.17,4.37
2008Q4,RIVER PLACE,03,4.46,4.85,5.24
2008Q4,TANGLIN VIEW,03,4.06,4.24,4.51
2008Q4,THE ANCHORAGE,03,2.60,2.91,3.26
2008Q4,TIONG BAHRU ESTATE,03,2.25,2.51,2.88
