Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2008Q2,CENTRAL GREEN CONDOMINIUM,03,3.48,3.87,4.32
2008Q2,EMERALD PARK,03,3.56,3.78,3.92
2008Q2,PEARL BANK APARTMENT,03,1.13,1.74,2.24
2008Q2,QUEENS,03,4.21,4.52,4.82
2008Q2,RIVER PLACE,03,4.88,5.13,5.39
2008Q2,TANGLIN VIEW,03,4.37,4.63,5.16
2008Q2,THE ANCHORAGE,03,3.17,3.40,3.72
2008Q2,TIONG BAHRU ESTATE,03,2.35,2.64,3.05
