Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2023Q1,BEDOK RESIDENCES,16,4.80,5.29,5.91
2023Q1,BELLE VUE RESIDENCES,09,4.76,5.72,6.95
2023Q1,BELMOND GREEN,10,5.09,5.27,5.68
2023Q1,BIJOU,05,5.93,6.08,6.62
2023Q1,BISHAN 8,20,3.57,3.93,4.15
2023Q1,BLUE HORIZON,05,4.21,4.47,4.90
2023Q1,BOATHOUSE RESIDENCES,19,3.57,3.91,4.07
2023Q1,BOTANIC GARDENS VIEW,10,3.63,3.99,5.72
2023Q1,BOTANIQUE AT BARTLEY,19,5.46,5.94,6.32
2023Q1,BOTANNIA,05,3.84,4.28,4.80
2023Q1,BULLION PARK,26,3.02,3.47,3.98
2023Q1,BURLINGTON SQUARE,07,4.74,4.98,5.46
2023Q1,BUTTERWORTH 8,15,3.62,3.83,4.07
2023Q1,CAIRNHILL CREST,09,5.03,5.68,5.86
2023Q1,CAIRNHILL NINE,09,8.02,8.48,8.90
2023Q1,CANBERRA RESIDENCES,27,3.39,3.84,4.15
2023Q1,CAPE ROYALE,04,6.28,7.08,7.38
2023Q1,CARABELLE,05,3.96,4.68,4.99
2023Q1,CARDIFF RESIDENCE,19,5.66,5.96,6.70
2023Q1,CARIBBEAN AT KEPPEL BAY,04,5.81,6.49,6.79
2023Q1,CARISSA PARK CONDOMINIUM,17,3.13,3.41,3.67
2023Q1,CASA CAMBIO,19,4.71,5.84,6.26
2023Q1,CASA MERAH,16,3.90,4.12,4.38
2023Q1,CASABLANCA,25,3.13,3.88,4.16
2023Q1,CASHEW HEIGHTS CONDOMINIUM,23,2.69,2.91,3.12
2023Q1,CASPIAN,22,4.30,4.85,5.13
2023Q1,CASTLE GREEN,26,2.80,3.30,3.47
2023Q1,CASUARINA COVE,15,3.71,3.95,4.13
2023Q1,CAVENAGH GARDENS,09,2.76,3.51,3.70
2023Q1,CAVENAGH LODGE,09,3.09,3.33,3.48
2023Q1,CAVENDISH PARK,21,3.81,4.07,4.40
2023Q1,CENTRA HEIGHTS,14,5.40,5.81,6.28
2023Q1,CENTRAL GREEN CONDOMINIUM,03,4.00,4.53,4.98
2023Q1,CENTRAL GROVE,14,3.26,3.49,3.93
2023Q1,CENTRO RESIDENCES,20,4.34,4.59,5.10
2023Q1,CHANGI COURT,16,3.03,3.41,3.69
2023Q1,CHANGI GREEN,16,2.92,3.48,4.01
2023Q1,CHANGI RISE CONDOMINIUM,18,3.53,3.64,3.85
2023Q1,CHERRYHILL,19,2.35,2.64,3.73
2023Q1,CHILTERN PARK,19,3.16,3.73,4.37
2023Q1,CHUAN PARK,19,2.26,2.69,3.36
2023Q1,CITY GATE,07,4.41,6.23,7.50
2023Q1,CITY SQUARE RESIDENCES,08,4.62,5.35,5.74
2023Q1,CITYLIGHTS,08,5.38,5.90,6.60
2023Q1,CITYSCAPE @FARRER PARK,08,4.10,4.44,4.52
2023Q1,CLEMENTI PARK,21,2.97,3.41,3.89
2023Q1,CLIVEDEN AT GRANGE,10,4.96,5.64,5.84
2023Q1,CLOVER BY THE PARK,20,4.18,4.44,4.65
2023Q1,COCO PALMS,18,4.79,5.31,5.74
2023Q1,COMMONWEALTH TOWERS,03,6.97,7.64,8.41
2023Q1,COMPASS HEIGHTS,19,3.11,3.51,4.11
2023Q1,CONCOURSE SKYLINE,07,5.89,6.22,6.49
2023Q1,CORALIS,15,4.59,5.11,5.95
2023Q1,CORALS AT KEPPEL BAY,04,6.10,6.48,7.02
2023Q1,COSTA DEL SOL,16,4.37,4.68,4.99
2023Q1,COSTA RHU,15,3.82,4.02,4.39
2023Q1,COTE D'AZUR,15,4.69,5.10,5.25
2023Q1,CRADELS,12,5.96,6.57,6.91
2023Q1,CUBE 8,11,4.76,5.00,5.60
2023Q1,CYAN,10,4.95,5.48,5.60
2023Q1,D'LEEDON,10,5.39,5.75,6.30
2023Q1,D'NEST,18,4.34,4.75,5.47
2023Q1,DAHLIA PARK CONDOMINIUM,17,2.70,2.78,3.29
2023Q1,DAINTREE RESIDENCE,21,5.91,6.19,6.54
2023Q1,DAKOTA RESIDENCES,14,4.92,5.17,5.27
2023Q1,DOMAIN 21,03,5.43,6.16,6.38
2023Q1,DOUBLE BAY RESIDENCES,18,3.65,4.16,4.38
2023Q1,DOVER PARKVIEW,05,3.74,4.25,4.71
2023Q1,DUO RESIDENCES,07,7.05,7.55,8.18
2023Q1,EAST MEADOWS,16,3.28,3.34,3.90
2023Q1,EAST VILLAGE,16,4.65,5.08,6.17
2023Q1,EASTERN LAGOON,15,3.44,3.75,4.51
2023Q1,EASTPOINT GREEN,18,3.14,3.56,3.92
2023Q1,ECHELON,03,6.01,6.78,7.76
2023Q1,ECO,16,4.83,5.25,5.68
2023Q1,ECO SANCTUARY,23,4.80,5.10,5.33
2023Q1,EDELWEISS PARK CONDOMINIUM,17,3.21,3.55,4.00
2023Q1,EIGHT COURTYARDS,27,3.85,3.97,4.19
2023Q1,EIGHT RIVERSUITES,12,4.92,5.37,6.85
2023Q1,ELIAS GREEN,18,2.69,2.92,3.08
2023Q1,EMERALD GARDEN,01,4.76,5.01,5.43
2023Q1,EMERALD PARK,03,3.80,4.35,4.91
2023Q1,EON SHENTON,02,6.82,7.62,8.52
2023Q1,ESPADA,09,6.97,7.49,8.24
2023Q1,ESTELLA GARDENS,17,2.90,3.25,3.81
2023Q1,EUHABITAT,14,4.15,5.11,5.75
2023Q1,EURO-ASIA PARK,13,2.49,2.78,3.60
2023Q1,FABER CREST,05,3.60,4.01,4.44
2023Q1,FERRARIA PARK CONDOMINIUM,17,2.93,3.59,3.88
2023Q1,FLAMINGO VALLEY,15,4.39,4.57,4.89
2023Q1,FLO RESIDENCE,19,3.95,4.32,4.73
2023Q1,FLORIDIAN,21,5.05,5.43,5.73
2023Q1,FORESQUE RESIDENCES,23,4.05,4.52,4.84
2023Q1,FOREST WOODS,19,5.61,5.99,6.51
2023Q1,FORTE SUITES,08,5.72,6.17,6.49
2023Q1,FOUR SEASONS PARK,10,5.15,6.02,6.64
2023Q1,FOURTH AVENUE RESIDENCES,10,7.79,8.20,8.38
2023Q1,FULCRUM,15,5.40,6.70,7.13
2023Q1,GAMBIR RIDGE,19,4.70,4.98,5.12
2023Q1,GEM RESIDENCES,12,5.34,5.99,6.53
2023Q1,GLENDALE PARK,23,2.99,3.36,3.81
2023Q1,GLORIA MANSION,05,1.79,2.98,2.98
2023Q1,GOLDENHILL PARK CONDOMINIUM,20,3.77,3.97,4.47
2023Q1,GRANDEUR 8,20,3.10,3.43,3.70
2023Q1,GRANDEUR PARK RESIDENCES,16,5.85,6.59,7.20
2023Q1,GRANGE HEIGHTS,09,2.71,3.32,3.89
2023Q1,GUILIN VIEW,23,3.21,3.55,3.84
2023Q1,GUILLEMARD EDGE,14,5.65,5.89,6.78
2023Q1,GUILLEMARD SUITES,14,4.78,5.54,6.35
2023Q1,H2O RESIDENCES,28,3.81,4.19,4.84
2023Q1,HAIG COURT,15,3.32,3.72,3.79
2023Q1,HARBOURLIGHTS,04,3.99,4.36,4.94
2023Q1,HAWAII TOWER,15,2.61,2.88,3.39
2023Q1,HAZEL PARK CONDOMINIUM,23,2.76,3.24,3.61
2023Q1,HEDGES PARK CONDOMINIUM,17,4.00,4.41,4.78
2023Q1,HELIOS RESIDENCES,09,5.63,5.89,6.09
2023Q1,HERITAGE VIEW,05,4.08,4.92,5.42
2023Q1,HIGH PARK RESIDENCES,28,4.59,5.24,5.68
2023Q1,HIGHLINE RESIDENCES,03,7.39,8.17,8.52
2023Q1,HILLINGTON GREEN,23,2.80,3.11,3.61
2023Q1,HILLION RESIDENCES,23,5.67,6.12,6.69
2023Q1,HILLSTA,23,4.09,4.41,4.91
2023Q1,HILLVIEW GREEN,21,2.57,3.40,3.56
2023Q1,HILLVIEW HEIGHTS,23,2.93,3.14,3.28
2023Q1,HILLVIEW REGENCY,23,3.31,3.81,4.18
2023Q1,HOLLAND GEMS,10,3.72,3.81,3.93
2023Q1,HOLLAND PEAK,10,3.38,4.11,4.19
2023Q1,HUME PARK I,21,2.48,2.90,3.35
2023Q1,HUME PARK II,21,2.93,3.07,3.28
2023Q1,HUNDRED TREES,05,4.56,4.88,5.34
2023Q1,ICON,02,6.28,7.16,7.76
2023Q1,IDYLLIC SUITES,14,5.84,6.20,6.51
2023Q1,ILLUMINAIRE ON DEVONSHIRE,09,7.12,7.75,8.51
2023Q1,INTERNATIONAL PLAZA,02,3.60,4.09,4.95
2023Q1,J GATEWAY,22,6.49,7.06,7.39
2023Q1,JADESCAPE,20,6.51,6.88,7.39
2023Q1,JERVOIS LODGE,10,3.41,3.57,3.81
2023Q1,JEWEL @ BUANGKOK,19,4.34,4.78,5.70
2023Q1,JUI RESIDENCES,12,5.29,6.03,6.77
2023Q1,KALLANG RIVERSIDE,12,5.98,6.26,6.97
2023Q1,KAP RESIDENCES,21,5.39,6.00,6.19
2023Q1,KATONG REGENCY,15,4.79,5.46,6.52
2023Q1,KERRISDALE,08,4.25,4.35,4.82
2023Q1,KIM SIA COURT,09,3.19,3.60,3.94
2023Q1,KINGSFORD . HILLVIEW PEAK,23,4.30,5.24,6.01
2023Q1,KINGSFORD WATERBAY,19,4.65,5.16,5.57
2023Q1,KOVAN MELODY,19,4.29,4.53,5.04
2023Q1,KOVAN REGENCY,19,4.73,5.13,5.57
2023Q1,KOVAN RESIDENCES,19,3.71,3.99,4.59
2023Q1,KUM HING COURT,10,2.51,2.72,2.81
2023Q1,L'VIV,11,6.04,6.36,7.01
2023Q1,LA BRISA,14,5.07,5.72,6.55
2023Q1,LA FIESTA,19,4.76,4.89,5.57
2023Q1,LAKE GRANDE,22,6.09,6.36,6.88
2023Q1,LAKEVILLE,22,5.72,6.25,6.54
2023Q1,LANGSTON VILLE,09,3.83,4.51,4.74
2023Q1,LAUREL TREE,23,6.18,6.48,6.81
2023Q1,LE CRESCENDO,14,3.60,4.14,4.52
2023Q1,LE QUEST,23,5.30,5.62,6.04
2023Q1,LEEDON RESIDENCE,10,6.15,6.57,7.16
2023Q1,LEONIE CONDOTEL,09,4.19,4.26,4.42
2023Q1,LINCOLN SUITES,11,5.65,6.38,7.35
2023Q1,LIVIA,18,3.10,3.54,3.72
2023Q1,LOFT @ NATHAN,10,5.95,6.97,7.74
2023Q1,LOTUS AT PAYA LEBAR (EAST WING),14,4.50,6.32,8.65
2023Q1,LOYANG VALLEY,17,2.24,2.37,2.69
2023Q1,LUMA,09,5.47,5.54,6.14
2023Q1,LUMIERE,02,5.96,6.27,6.78
2023Q1,MANDARIN GARDENS,15,3.12,3.65,4.12
2023Q1,MAPLE WOODS,21,3.85,4.38,4.76
2023Q1,MARGARET VILLE,03,7.68,8.18,8.67
2023Q1,MARINA BAY RESIDENCES,01,6.94,7.51,8.12
2023Q1,MARINA BAY SUITES,01,6.23,6.46,6.77
2023Q1,MARINA ONE RESIDENCES,01,6.83,7.37,7.86
2023Q1,MARINE BLUE,15,4.86,5.46,6.46
2023Q1,MARTIN PLACE RESIDENCES,09,5.97,6.32,6.97
2023Q1,MAYFAIR MODERN,21,7.23,7.39,7.87
2023Q1,MAYSPRINGS,23,2.63,3.27,3.81
2023Q1,MEADOWS @ PEIRCE,26,3.02,3.45,4.34
2023Q1,MELROSE PARK,10,4.32,4.98,5.26
2023Q1,MELVILLE PARK,18,3.03,3.48,3.84
2023Q1,MERA SPRINGS,08,3.77,3.87,4.24
2023Q1,MI CASA,23,3.19,3.35,3.45
2023Q1,MIDTOWN RESIDENCES,19,5.18,5.21,5.65
2023Q1,MILL POINT,10,5.89,6.68,7.51
2023Q1,MIRAGE TOWER,09,4.32,5.13,7.01
2023Q1,MY MANHATTAN,18,4.76,4.99,5.27
2023Q1,NATURA@HILLVIEW,23,4.88,5.46,6.32
2023Q1,NEPTUNE COURT,15,2.75,3.12,3.31
2023Q1,NEWEST,05,2.73,4.81,5.95
2023Q1,NEWTON GEMS,11,4.62,4.92,5.16
2023Q1,NIN RESIDENCE,13,4.39,4.70,5.56
2023Q1,NINE RESIDENCES,27,4.07,4.73,4.97
2023Q1,NINETEEN SHELFORD ROAD,11,4.24,4.95,5.50
2023Q1,NORTH PARK RESIDENCES,27,5.28,5.97,6.54
2023Q1,NORTHVALE,23,2.60,3.19,3.31
2023Q1,NOTTINGHILL SUITES,21,5.99,6.53,7.05
2023Q1,NOVENA COURT,11,5.22,5.35,6.39
2023Q1,NV RESIDENCES,18,3.84,4.02,4.74
2023Q1,OASIS @ ELIAS,18,2.75,3.43,3.71
2023Q1,OCEAN PARK,15,2.74,3.08,3.51
2023Q1,OKIO,12,5.97,6.19,6.62
2023Q1,OLEANDER TOWERS,12,3.34,3.86,4.43
2023Q1,ONE AMBER,15,4.56,4.93,5.53
2023Q1,ONE DUSUN RESIDENCES,12,5.24,6.19,7.01
2023Q1,ONE JERVOIS,10,4.60,5.05,5.71
2023Q1,ONE OXLEY RISE,09,4.63,5.70,6.14
2023Q1,ONE SHENTON,01,6.00,6.30,7.38
2023Q1,ONE-NORTH RESIDENCES,05,4.93,5.50,6.08
2023Q1,OPTIMA @ TANAH MERAH,16,3.94,4.59,4.76
2023Q1,ORCHARD SCOTTS,09,5.18,5.43,5.74
2023Q1,ORCHID PARK CONDOMINIUM,27,2.99,3.21,3.64
2023Q1,OUE TWIN PEAKS,09,7.99,8.53,9.10
2023Q1,PALM GARDENS,23,2.99,3.13,3.40
2023Q1,PALM ISLES,17,3.84,4.54,4.71
2023Q1,PANDAN VALLEY,21,2.44,2.75,2.96
2023Q1,PARBURY HILL CONDOMINIUM,16,3.48,3.81,4.09
2023Q1,PARC BOTANNIA,28,5.74,6.42,6.97
2023Q1,PARC CENTROS,19,4.04,4.84,5.91
2023Q1,PARC ELEGANCE,15,5.40,5.68,6.08
2023Q1,PARC EMILY,09,4.74,5.31,5.99
2023Q1,PARC ESTA,14,6.82,7.24,8.13
2023Q1,PARC IMPERIAL,05,6.99,7.66,8.08
2023Q1,PARC OASIS,22,3.26,3.61,3.81
2023Q1,PARC OLYMPIA,17,3.81,4.11,4.52
2023Q1,PARC PALAIS,21,3.23,3.70,4.05
2023Q1,PARC RIVIERA,05,5.91,6.48,6.93
2023Q1,PARC ROSEWOOD,25,4.72,5.51,6.18
2023Q1,PARC SOPHIA,09,4.97,5.84,6.56
2023Q1,PARC VERA,19,3.85,4.23,4.55
2023Q1,PARC VISTA,22,3.04,3.27,3.53
2023Q1,PARK COLONIAL,13,7.08,7.66,7.94
2023Q1,PARK EAST,15,2.75,3.15,3.53
2023Q1,PARK INFINIA AT WEE NAM,11,5.37,6.03,6.71
2023Q1,PARK PLACE RESIDENCES AT PLQ,14,6.74,7.43,8.26
2023Q1,PARKVIEW APARTMENTS,23,2.68,2.90,3.53
2023Q1,PARVIS,10,5.29,6.00,6.17
2023Q1,PAVILION 11,11,4.44,4.70,4.85
2023Q1,PEBBLE BAY,15,3.85,4.65,4.89
2023Q1,PEOPLE'S PARK COMPLEX,01,2.90,4.47,5.62
2023Q1,PINEWOOD GARDENS,10,3.96,4.22,4.49
2023Q1,PRESTIGE HEIGHTS,12,6.89,7.43,7.94
2023Q1,PRINCIPAL GARDEN,03,7.03,7.25,7.64
2023Q1,Q BAY RESIDENCES,18,3.33,4.29,4.83
2023Q1,QUEENS,03,4.47,5.07,5.52
2023Q1,QUEENS PEAK,03,6.68,7.57,8.48
2023Q1,QUESTA @ DUNMAN,15,4.44,5.21,5.92
2023Q1,REFLECTIONS AT KEPPEL BAY,04,5.47,5.85,6.38
2023Q1,REGENCY PARK,10,3.67,4.09,4.71
2023Q1,REGENT GROVE,23,3.02,3.32,3.66
2023Q1,REGENT HEIGHTS,23,3.21,3.52,3.82
2023Q1,REGENT PARK,05,3.32,4.08,4.58
2023Q1,REGENT RESIDENCES,12,4.41,5.37,6.70
2023Q1,REGENTVILLE,19,2.87,3.47,3.68
2023Q1,RESIDENCES @ EVELYN,11,5.03,5.27,5.69
2023Q1,REZI 24,14,6.74,7.22,7.92
2023Q1,REZI 26,14,4.20,5.19,6.18
2023Q1,RICHMOND PARK,09,4.44,5.38,6.18
2023Q1,RIDGEWOOD,10,2.50,3.44,3.55
2023Q1,RIO VISTA,19,3.08,3.33,3.68
2023Q1,RIPPLE BAY,18,3.90,4.38,4.90
2023Q1,RIS GRANDEUR,18,3.10,3.28,3.47
2023Q1,RIVER ISLES,19,3.67,4.01,4.31
2023Q1,RIVER PLACE,03,4.48,4.98,5.49
2023Q1,RIVERGATE,09,6.39,6.92,7.45
2023Q1,RIVERSAILS,19,3.79,4.24,4.62
2023Q1,RIVERSOUND RESIDENCE,19,3.87,4.25,4.69
2023Q1,RIVERTREES RESIDENCES,28,4.17,4.51,5.25
2023Q1,RIVERWALK APARTMENTS,01,4.24,4.52,5.31
2023Q1,ROBERTSON 100,09,5.28,6.11,6.46
2023Q1,ROBERTSON EDGE,09,7.62,7.97,8.18
2023Q1,ROBIN RESIDENCES,10,5.24,5.86,7.70
2023Q1,ROBIN SUITES,10,6.19,6.92,8.32
2023Q1,ROBINSON SUITES,01,7.43,7.82,8.12
2023Q1,ROYALGREEN,10,7.42,7.64,8.10
2023Q1,RV EDGE,10,7.67,8.07,8.23
2023Q1,RV RESIDENCES,10,7.20,7.55,8.18
2023Q1,RV SUITES,10,6.05,6.46,7.31
2023Q1,SANCTUARY GREEN,15,4.19,4.68,4.94
2023Q1,SANT RITZ,13,4.87,5.31,6.26
2023Q1,SAVANNAH CONDOPARK,18,3.35,3.92,4.04
2023Q1,SCOTTS SQUARE,09,7.51,8.01,8.81
2023Q1,SEA ESTA,18,4.11,4.29,4.84
2023Q1,SEAHILL,05,5.38,5.77,6.25
2023Q1,SEASCAPE,04,5.66,6.08,6.22
2023Q1,SEASIDE RESIDENCES,15,6.35,6.92,7.20
2023Q1,SEASONS PARK,26,3.05,3.33,3.51
2023Q1,SEASONS VIEW,20,3.58,3.98,4.10
2023Q1,SEASTRAND,18,3.97,4.31,5.25
2023Q1,SELETAR PARK RESIDENCE,28,3.34,4.07,4.74
2023Q1,SELETARIS,27,2.42,2.55,2.85
2023Q1,SENNETT RESIDENCE,13,4.67,5.05,5.88
2023Q1,SEVENTY SAINT PATRICK'S,15,4.86,5.41,5.50
2023Q1,SIGLAP V,15,4.16,4.65,5.42
2023Q1,SIGNATURE PARK,21,2.84,3.12,3.53
2023Q1,SILVERSEA,15,5.02,5.68,5.92
2023Q1,SIMS URBAN OASIS,14,6.41,6.78,7.23
2023Q1,SIMSVILLE,14,3.51,3.80,4.24
2023Q1,SKIES MILTONIA,27,3.38,3.92,4.72
2023Q1,SKY GREEN,13,4.46,5.21,6.33
2023Q1,SKY HABITAT,20,4.40,4.78,5.07
2023Q1,SKY VUE,20,5.64,6.34,6.80
2023Q1,SKYLINE RESIDENCES,04,5.42,6.03,7.84
2023Q1,SKYSUITES17,12,6.11,6.52,7.10
2023Q1,SKYSUITES@ANSON,02,7.55,7.98,8.28
2023Q1,SOLEIL @ SINARAN,11,5.98,6.87,7.17
2023Q1,SOMMERVILLE PARK,10,3.58,4.09,4.34
2023Q1,SOPHIA HILLS,09,6.85,7.32,8.04
2023Q1,SOPHIA RESIDENCE,09,4.79,5.29,5.84
2023Q1,SOUTHAVEN II,21,3.12,3.40,3.97
2023Q1,SOUTHBANK,07,5.51,5.73,6.23
2023Q1,SPACE @ KOVAN,19,4.38,5.37,5.78
2023Q1,SPANISH VILLAGE,10,3.04,3.18,4.52
2023Q1,SPOTTISWOODE 18,02,6.77,7.74,8.26
2023Q1,SPOTTISWOODE PARK,02,2.99,3.44,3.84
2023Q1,SPOTTISWOODE RESIDENCES,02,5.77,6.14,6.64
2023Q1,SPOTTISWOODE SUITES,02,6.80,7.21,7.96
2023Q1,SPRING GROVE,10,4.71,4.94,5.64
2023Q1,SPRINGDALE CONDOMINIUM,21,3.41,3.77,4.20
2023Q1,ST THOMAS SUITES,09,5.53,5.72,5.90
2023Q1,STARS OF KOVAN,19,5.33,5.65,6.33
2023Q1,STARVILLE,14,3.25,3.74,4.35
2023Q1,STELLAR RV,10,6.16,6.75,7.06
2023Q1,STIRLING RESIDENCES,03,7.70,8.07,8.47
2023Q1,STRATUM,18,4.38,4.71,4.89
2023Q1,STURDEE RESIDENCES,08,5.66,7.08,8.34
2023Q1,SUITES @ EASTCOAST,15,5.84,6.97,7.49
2023Q1,SUITES @ GUILLEMARD,15,4.55,6.05,6.45
2023Q1,SUITES @ NEWTON,11,6.22,6.39,6.55
2023Q1,SUITES @ PAYA LEBAR,19,5.46,5.75,6.58
2023Q1,SUITES AT BUKIT TIMAH,21,4.78,5.71,6.62
2023Q1,SUMMERHILL,21,3.48,3.75,3.98
2023Q1,SUNGLADE,19,3.72,3.99,4.40
2023Q1,SUNHAVEN,16,2.98,3.33,3.43
2023Q1,SYCAMORE TREE,15,6.73,7.74,8.00
2023Q1,SYMPHONY HEIGHTS,21,3.03,3.34,3.74
2023Q1,SYMPHONY SUITES,27,4.25,4.71,4.96
2023Q1,TANAMERA CREST,16,3.04,3.13,3.75
2023Q1,TANGLIN PARK,10,4.22,5.02,5.80
2023Q1,TANGLIN REGENCY,10,4.12,4.31,4.61
2023Q1,TANGLIN VIEW,03,5.04,5.30,5.56
2023Q1,TERESA VILLE,04,2.27,2.52,2.93
2023Q1,TERRASSE,19,3.61,3.95,4.16
2023Q1,TERRENE AT BUKIT TIMAH,21,3.79,4.32,5.24
2023Q1,THE ALPS RESIDENCES,18,4.86,5.52,6.03
2023Q1,THE ANCHORAGE,03,3.52,3.92,4.20
2023Q1,THE ANTARES,14,6.61,7.08,7.47
2023Q1,THE ARTE,12,3.48,3.93,4.57
2023Q1,THE AZURE,04,5.96,6.25,6.70
2023Q1,THE BAYSHORE,16,3.60,4.06,4.31
2023Q1,THE BEACON,02,4.46,4.69,5.28
2023Q1,THE BELVEDERE,15,4.33,4.64,5.02
2023Q1,THE BENCOOLEN,07,4.56,4.88,5.40
2023Q1,THE BERTH BY THE COVE,04,4.40,5.16,5.43
2023Q1,THE BLOSSOMVALE,21,3.78,3.87,4.78
2023Q1,THE BOUTIQ,09,5.64,6.68,7.44
2023Q1,THE CASCADIA,21,4.54,5.10,5.47
2023Q1,THE CENTREPOINT,09,5.18,6.29,8.18
2023Q1,THE CENTRIS,22,3.88,4.35,4.73
2023Q1,THE CLAYMORE,09,4.70,5.19,5.51
2023Q1,THE CLEARWATER,16,3.57,4.02,4.17
2023Q1,THE CLEMENT CANOPY,05,5.83,6.15,6.52
2023Q1,THE CLIFT,01,6.98,7.66,8.69
2023Q1,THE COAST AT SENTOSA COVE,04,4.56,5.54,6.39
2023Q1,THE COLONNADE,10,4.31,4.98,5.43
2023Q1,THE COSMOPOLITAN,09,6.10,6.57,7.01
2023Q1,THE CREST,03,5.91,6.58,6.92
2023Q1,THE DAIRY FARM,23,2.73,3.29,3.63
2023Q1,THE DRAYCOTT,10,3.31,3.38,4.05
2023Q1,THE ESTA,15,4.45,4.99,5.26
2023Q1,THE ESTUARY,27,3.59,3.86,4.29
2023Q1,THE GALE,17,3.13,3.43,3.64
2023Q1,THE GARDEN RESIDENCES,19,5.64,5.96,6.53
2023Q1,THE GARDENS AT BISHAN,20,3.64,4.26,4.60
2023Q1,THE GAZANIA,19,6.47,7.45,7.93
2023Q1,THE GLADES,16,5.38,6.07,6.73
2023Q1,THE GLYNDEBOURNE,11,4.43,4.87,5.96
2023Q1,THE GREENWICH,28,3.93,4.65,4.85
2023Q1,THE HILLFORD,21,6.09,6.75,7.16
2023Q1,THE HILLIER,23,4.97,5.45,5.73
2023Q1,THE HILLSIDE,21,2.94,3.41,3.63
2023Q1,THE IMPERIAL,09,5.48,5.74,5.95
2023Q1,THE INFLORA,17,3.61,4.71,5.91
2023Q1,THE INSPIRA,09,5.37,5.72,6.74
2023Q1,THE INTERLACE,04,4.24,4.64,5.27
2023Q1,THE INTERWEAVE,12,5.69,7.02,7.50
2023Q1,THE JADE,23,3.72,3.79,4.05
2023Q1,THE JOVELL,17,5.31,5.54,6.26
2023Q1,THE LAKEFRONT RESIDENCES,22,4.68,5.20,5.92
2023Q1,THE LAKESHORE,22,4.33,4.78,5.06
2023Q1,THE LANAI,23,4.18,4.50,4.67
2023Q1,THE LAURELS,09,6.70,7.29,7.74
2023Q1,THE LEVELZ,10,4.34,4.74,5.51
2023Q1,THE LIGHT @ CAIRNHILL,09,5.41,5.71,6.19
2023Q1,THE LINE @ TANJONG RHU,15,6.07,6.88,7.62
2023Q1,THE LUXURIE,19,4.16,4.43,5.04
2023Q1,THE MAKENA,15,3.59,4.10,4.34
2023Q1,THE MARBELLA,10,4.68,5.07,5.16
2023Q1,THE MAYFAIR,22,3.39,3.76,4.56
2023Q1,THE MERCURY,10,5.98,6.61,7.24
2023Q1,THE METROPOLITAN CONDOMINIUM,03,4.53,5.16,6.00
2023Q1,THE METZ,09,6.89,7.78,8.43
2023Q1,THE MEYERISE,15,5.02,5.64,6.42
2023Q1,THE MEZZO,12,4.29,4.53,5.00
2023Q1,THE MINTON,19,3.71,3.96,4.44
2023Q1,THE NAUTICAL,27,3.33,3.68,4.55
2023Q1,THE NEXUS,21,4.44,4.83,5.40
2023Q1,THE OCEANFRONT @ SENTOSA COVE,04,5.86,6.24,6.57
2023Q1,THE PALETTE,18,4.17,4.62,5.10
2023Q1,THE PANORAMA,20,4.98,5.39,6.13
2023Q1,THE PARC CONDOMINIUM,05,4.15,4.65,4.84
2023Q1,THE PEAK@BALMEG,05,4.21,4.54,4.77
2023Q1,THE PIER AT ROBERTSON,09,6.25,6.70,7.30
