Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2023Q3,TERESA VILLE,04,2.65,3.17,3.52
2023Q3,TERRASSE,19,4.10,4.58,4.95
2023Q3,TERRENE AT BUKIT TIMAH,21,4.18,4.39,4.56
2023Q3,THE ALPS RESIDENCES,18,5.16,5.70,6.03
2023Q3,THE ANCHORAGE,03,3.59,3.94,4.22
2023Q3,THE ANTARES,14,6.28,6.68,6.85
2023Q3,THE ARC AT DRAYCOTT,10,5.65,5.90,6.14
2023Q3,THE ARTE,12,3.93,4.03,4.23
2023Q3,THE ATRIA AT MEYER,15,3.62,3.73,4.06
2023Q3,THE AZURE,04,5.19,5.45,5.68
2023Q3,THE BAYSHORE,16,3.78,3.95,4.23
2023Q3,THE BEAUMONT,09,3.43,3.74,3.93
2023Q3,THE BELVEDERE,15,4.53,4.69,4.98
2023Q3,THE BENCOOLEN,07,5.16,5.29,5.64
2023Q3,THE BERTH BY THE COVE,04,4.21,4.76,4.96
2023Q3,THE BOUTIQ,09,5.73,5.89,6.42
2023Q3,THE CALROSE,26,2.93,3.68,3.77
2023Q3,THE CAPE,15,5.78,5.90,6.14
2023Q3,THE CASCADIA,21,4.93,5.21,5.51
2023Q3,THE CATHAY RESIDENCE,09,5.52,5.71,5.87
2023Q3,THE CENTREPOINT,09,5.05,5.93,7.22
2023Q3,THE CENTRIS,22,4.44,4.73,5.03
2023Q3,THE CLAYMORE,09,4.43,4.57,5.67
2023Q3,THE CLEMENT CANOPY,05,5.70,6.20,6.56
2023Q3,THE CLIFT,01,7.00,7.74,8.34
2023Q3,THE COAST AT SENTOSA COVE,04,5.09,5.34,5.68
2023Q3,THE CORNWALL,10,4.70,5.23,5.36
2023Q3,THE COSMOPOLITAN,09,6.14,6.25,6.43
2023Q3,THE CREEK @ BUKIT,21,5.57,6.34,6.80
2023Q3,THE CREST,03,5.46,6.10,6.34
2023Q3,THE DAIRY FARM,23,2.75,3.05,3.34
2023Q3,THE ESTA,15,4.67,4.95,5.21
2023Q3,THE ESTRELLA,05,3.30,3.67,3.85
2023Q3,THE ESTUARY,27,3.86,4.19,4.45
2023Q3,THE FORD @ HOLLAND,10,6.36,6.78,7.23
2023Q3,THE FORESTA @ MOUNT FABER,04,5.11,5.73,6.44
2023Q3,THE GALE,17,3.48,3.68,3.88
2023Q3,THE GARDEN RESIDENCES,19,5.70,6.11,6.58
2023Q3,THE GARDENS AT BISHAN,20,3.91,4.24,4.58
2023Q3,THE GAZANIA,19,5.81,6.09,6.46
2023Q3,THE GLADES,16,5.60,5.96,6.33
2023Q3,THE GLYNDEBOURNE,11,5.17,5.52,5.74
2023Q3,THE GREENWICH,28,4.18,4.65,4.98
2023Q3,THE HILLFORD,21,7.03,7.28,7.66
2023Q3,THE HILLIER,23,5.23,5.57,5.85
2023Q3,THE HILLSIDE,21,3.14,3.43,3.71
2023Q3,THE IMPERIAL,09,5.62,5.77,6.31
2023Q3,THE INFINITI,05,3.77,4.09,4.41
2023Q3,THE INFLORA,17,4.05,4.65,5.62
2023Q3,THE INSPIRA,09,5.63,5.87,5.98
2023Q3,THE INTERLACE,04,4.42,4.83,5.25
2023Q3,THE INTERWEAVE,12,5.66,6.80,7.23
2023Q3,THE JADE,23,3.77,3.95,4.19
2023Q3,THE JOVELL,17,5.30,5.93,6.64
2023Q3,THE LAKEFRONT RESIDENCES,22,4.82,5.49,5.95
2023Q3,THE LAKESHORE,22,4.39,4.61,4.87
2023Q3,THE LANAI,23,4.19,4.31,4.34
2023Q3,THE LAURELS,09,6.79,7.27,7.83
2023Q3,THE LENOX,14,5.06,5.39,5.92
2023Q3,THE LINE @ TANJONG RHU,15,4.43,5.99,6.34
2023Q3,THE LINEAR,23,3.41,3.91,4.04
2023Q3,THE LUXURIE,19,4.39,4.71,5.11
2023Q3,THE MADEIRA,23,3.48,3.82,3.98
2023Q3,THE MAKENA,15,3.48,3.99,4.28
2023Q3,THE MAYFAIR,22,3.87,4.21,4.60
2023Q3,THE MERASAGA,10,5.24,5.30,5.50
2023Q3,THE METROPOLITAN CONDOMINIUM,03,4.56,5.12,5.49
2023Q3,THE METZ,09,7.25,7.52,7.70
2023Q3,THE MEYERISE,15,5.24,5.51,5.96
2023Q3,THE MEZZO,12,4.94,5.36,5.72
2023Q3,THE MILTONIA RESIDENCES,27,3.29,3.77,4.35
2023Q3,THE MINTON,19,3.96,4.29,4.59
2023Q3,THE NAUTICAL,27,3.66,4.33,4.58
2023Q3,THE NEXUS,21,4.60,4.69,4.86
2023Q3,THE OCEANFRONT @ SENTOSA COVE,04,5.26,5.76,6.19
2023Q3,THE PALETTE,18,4.32,4.53,4.99
2023Q3,THE PANORAMA,20,5.16,5.72,6.33
2023Q3,THE PARC CONDOMINIUM,05,4.51,4.72,5.01
2023Q3,THE PEAK @ CAIRNHILL I,09,5.91,6.16,6.44
2023Q3,THE PEAK@BALMEG,05,3.96,4.22,4.60
2023Q3,THE PETALS,23,3.19,3.37,3.61
2023Q3,THE PIER AT ROBERTSON,09,5.99,6.48,6.85
2023Q3,THE PLAZA,07,4.94,5.14,5.57
2023Q3,THE POIZ RESIDENCES,13,6.37,7.15,7.62
2023Q3,THE PROMENADE@PELIKAT,19,3.47,4.54,5.70
2023Q3,THE QUARTZ,19,3.94,4.00,4.32
2023Q3,THE RAINTREE,21,3.70,4.05,4.15
2023Q3,THE REGENCY AT TIONG BAHRU,03,5.57,5.93,6.05
2023Q3,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,04,5.49,5.81,6.15
2023Q3,THE RISE @ OXLEY - RESIDENCES,09,6.54,7.26,7.97
2023Q3,THE ROCHESTER RESIDENCES,05,4.91,5.17,5.66
2023Q3,THE SAIL @ MARINA BAY,01,6.33,6.93,7.34
2023Q3,THE SANTORINI,18,4.91,5.31,5.69
2023Q3,THE SCALA,19,5.18,5.66,6.44
2023Q3,THE SCOTTS TOWER,09,6.66,7.01,7.70
2023Q3,THE SEA VIEW,15,4.96,5.29,5.55
2023Q3,THE SEAFRONT ON MEYER,15,4.34,4.55,4.67
2023Q3,THE SEAWIND,15,4.88,5.22,5.51
2023Q3,THE SHELFORD,11,4.44,5.06,5.71
2023Q3,THE SHORE RESIDENCES,15,5.63,6.01,6.49
2023Q3,THE SIXTH AVENUE RESIDENCES,10,3.67,4.65,4.80
2023Q3,THE SKYWOODS,23,4.79,5.28,5.93
2023Q3,THE SORRENTO,05,5.37,5.79,6.71
2023Q3,THE SOUND,15,4.55,4.76,4.87
2023Q3,THE SPRINGBLOOM,19,3.64,3.90,4.05
2023Q3,THE STELLAR,05,4.08,4.65,4.90
2023Q3,THE STERLING,21,3.32,4.22,4.78
2023Q3,THE SUITES AT CENTRAL,09,5.73,6.05,6.41
2023Q3,THE SUMMIT,16,2.88,3.64,3.75
2023Q3,THE SUNNY SPRING,14,3.60,3.70,4.02
2023Q3,THE TANAMERA,16,3.34,3.44,3.55
2023Q3,THE TAPESTRY,18,5.31,6.00,6.43
2023Q3,THE TEMBUSU,19,4.28,5.04,5.60
2023Q3,THE TENNERY,23,4.57,4.97,5.22
2023Q3,THE TESSARINA,10,4.33,4.70,5.03
2023Q3,THE TRE VER,13,5.86,6.15,6.57
2023Q3,THE TRILINQ,05,5.10,5.98,6.34
2023Q3,THE TRILLIUM,09,5.56,5.85,6.24
2023Q3,THE TRIZON,10,4.26,4.65,4.84
2023Q3,THE TROPICA,18,3.07,3.31,3.47
2023Q3,THE VENUE RESIDENCES,13,4.61,5.15,5.32
2023Q3,THE VERANDAH RESIDENCES,05,6.25,6.68,6.95
2023Q3,THE VERMONT ON CAIRNHILL,09,5.58,5.89,6.20
2023Q3,THE VERVE,12,5.14,6.34,6.80
2023Q3,THE VIRIDIAN,12,5.78,6.10,6.55
2023Q3,THE VISION,05,4.59,4.98,5.12
2023Q3,THE WARREN,23,3.38,3.60,3.88
2023Q3,THE WATER EDGE,14,6.07,6.27,6.80
2023Q3,THE WATERINA,14,3.86,4.03,4.36
2023Q3,THE WATERSIDE,15,3.61,3.84,4.09
2023Q3,THE WHARF RESIDENCE,09,5.68,6.07,6.87
2023Q3,THE WISTERIA,27,4.16,5.24,6.12
2023Q3,THE WOODLEIGH RESIDENCES,13,6.59,6.87,7.23
2023Q3,THOMSON 800,11,3.51,3.68,3.88
2023Q3,THOMSON GRAND,20,4.13,4.24,4.40
2023Q3,THOMSON IMPRESSIONS,20,5.09,6.32,6.83
2023Q3,THOMSON THREE,20,4.60,5.29,5.63
2023Q3,THOMSON V TWO,20,4.82,5.91,6.48
2023Q3,THOMSON VIEW CONDOMINIUM,20,2.58,2.96,3.05
2023Q3,TIARA,09,4.84,5.22,5.75
2023Q3,TIONG BAHRU ESTATE,03,4.67,5.53,6.43
2023Q3,TRE RESIDENCES,14,5.98,6.57,7.21
2023Q3,TREE HOUSE,23,4.01,4.24,4.58
2023Q3,TRELLIS TOWERS,12,4.13,4.65,5.21
2023Q3,TRESALVEO,20,3.93,4.50,5.07
2023Q3,TREVISTA,12,4.52,4.86,5.23
2023Q3,TRIBECA,09,5.25,6.34,7.21
2023Q3,TRILIGHT,11,5.19,5.81,6.11
2023Q3,TWIN REGENCY,03,5.35,5.62,5.91
2023Q3,TWIN VEW,05,5.92,6.19,6.46
2023Q3,UBER 388,16,4.04,4.54,5.58
2023Q3,UE SQUARE,09,4.39,4.73,5.47
2023Q3,UP@ROBERTSON QUAY,09,5.87,7.54,8.08
2023Q3,URBAN SUITES,09,6.11,6.50,6.85
2023Q3,URBAN TREASURES,14,5.75,6.00,6.35
2023Q3,URBAN VISTA,16,4.80,5.46,5.90
2023Q3,URBANA,09,5.41,5.98,6.35
2023Q3,V ON SHENTON,01,6.33,7.17,8.18
2023Q3,VACANZA @ EAST,14,4.09,4.53,5.03
2023Q3,VALLEY PARK,10,4.52,4.70,4.93
2023Q3,VARSITY PARK CONDOMINIUM,05,4.03,4.43,4.80
2023Q3,VERDUN HOUSE,08,5.43,7.23,7.23
2023Q3,VIBES @ EAST COAST,15,6.24,6.67,6.91
2023Q3,VIDA,09,6.01,6.68,7.27
2023Q3,VILLA DELLE ROSE,10,4.33,4.49,4.76
2023Q3,VILLA MARINA,15,3.44,3.81,3.93
2023Q3,VILLAGE @ PASIR PANJANG,05,4.38,5.05,5.35
2023Q3,VISIONCREST,09,5.79,6.19,6.44
2023Q3,VISTA RESIDENCES,12,4.60,4.77,4.87
2023Q3,VIVA,11,5.54,5.96,6.47
2023Q3,VIVA VISTA,05,7.13,8.00,8.69
2023Q3,VIVACE,09,7.01,8.04,8.78
2023Q3,VIZ AT HOLLAND,10,5.23,5.54,6.41
2023Q3,VUE 8 RESIDENCE,18,4.21,4.38,4.87
2023Q3,WATER PLACE,15,4.65,4.92,5.00
2023Q3,WATERBANK AT DAKOTA,14,5.49,5.67,6.41
2023Q3,WATERFALL GARDENS,10,4.51,4.90,5.26
2023Q3,WATERFORD RESIDENCE,09,5.02,5.61,5.87
2023Q3,WATERFRONT GOLD,16,4.05,4.55,4.72
2023Q3,WATERFRONT ISLE,16,4.44,4.73,5.41
2023Q3,WATERFRONT KEY,16,3.99,4.51,4.66
2023Q3,WATERMARK ROBERTSON QUAY,09,5.56,5.83,6.30
2023Q3,WATERSCAPE AT CAVENAGH,09,4.37,5.42,5.63
2023Q3,WATERTOWN,19,5.33,5.70,6.06
2023Q3,WATERVIEW,18,3.77,4.07,4.32
2023Q3,WEST BAY CONDOMINIUM,05,3.95,4.48,4.70
2023Q3,WESTCOVE CONDOMINIUM,05,3.49,3.65,4.08
2023Q3,WHISTLER GRAND,05,6.85,7.17,7.50
2023Q3,WHITEHAVEN,05,6.19,6.62,7.00
2023Q3,WING FONG MANSIONS/WING FONG COURT,14,3.38,3.76,4.37
2023Q3,WOODGROVE CONDOMINIUM,25,3.23,3.40,3.77
2023Q3,WOODHAVEN,25,3.67,4.18,4.66
2023Q3,YONG AN PARK,09,3.73,4.65,4.83
2023Q3,ZEDGE,11,5.23,5.48,6.62
