Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2023Q2,FLO RESIDENCE,19,4.30,4.68,4.88
2023Q2,FLORIDIAN,21,4.84,5.33,5.71
2023Q2,FORESQUE RESIDENCES,23,4.07,4.43,4.87
2023Q2,FOREST WOODS,19,5.53,5.82,6.19
2023Q2,FORTE SUITES,08,5.84,6.01,6.48
2023Q2,FOUR SEASONS PARK,10,5.38,5.64,6.04
2023Q2,FOURTH AVENUE RESIDENCES,10,7.22,7.54,7.91
2023Q2,GALLOP GABLES,10,4.37,4.60,5.31
2023Q2,GEM RESIDENCES,12,5.67,6.19,6.86
2023Q2,GILSTEAD TWO,11,5.75,5.89,6.54
2023Q2,GLENDALE PARK,23,3.18,3.84,4.18
2023Q2,GOLDENHILL PARK CONDOMINIUM,20,4.35,4.47,4.86
2023Q2,GOODWOOD RESIDENCE,10,5.95,7.35,8.21
2023Q2,GRANDEUR 8,20,3.59,3.87,4.08
2023Q2,GRANDEUR PARK RESIDENCES,16,5.67,6.37,6.74
2023Q2,GUILIN VIEW,23,3.41,3.90,4.50
2023Q2,GUILLEMARD EDGE,14,5.86,6.42,6.80
2023Q2,GUILLEMARD SUITES,14,5.81,6.27,6.46
2023Q2,H2O RESIDENCES,28,4.00,4.18,4.58
2023Q2,HAIG 162,15,4.88,5.63,6.93
2023Q2,HAIG COURT,15,3.76,3.85,4.18
2023Q2,HARBOUR VIEW TOWERS,04,3.26,4.23,4.89
2023Q2,HARBOURLIGHTS,04,4.67,5.02,5.24
2023Q2,HAZEL PARK CONDOMINIUM,23,2.87,3.11,3.39
2023Q2,HEDGES PARK CONDOMINIUM,17,4.06,4.38,4.74
2023Q2,HELIOS RESIDENCES,09,5.64,5.82,6.45
2023Q2,HERITAGE VIEW,05,4.74,4.95,5.06
2023Q2,HIGH PARK RESIDENCES,28,5.01,5.48,5.97
2023Q2,HIGHLINE RESIDENCES,03,7.10,7.52,8.21
2023Q2,HILLION RESIDENCES,23,5.63,6.27,6.65
2023Q2,HILLSTA,23,4.23,4.82,5.50
2023Q2,HILLVIEW GREEN,21,2.99,3.61,3.94
2023Q2,HILLVIEW HEIGHTS,23,3.31,3.69,4.06
2023Q2,HILLVIEW REGENCY,23,3.65,3.75,4.10
2023Q2,HOLLAND PEAK,10,3.61,4.15,5.77
2023Q2,HUNDRED TREES,05,4.88,5.08,5.47
2023Q2,ICON,02,6.48,7.02,7.57
2023Q2,INTERNATIONAL PLAZA,02,3.88,4.26,4.42
2023Q2,J GATEWAY,22,6.39,6.97,7.51
2023Q2,JADESCAPE,20,6.19,6.64,7.02
2023Q2,JARDIN,21,4.35,4.55,4.94
2023Q2,JEWEL @ BUANGKOK,19,4.35,5.16,5.94
2023Q2,KALLANG RIVERSIDE,12,5.96,6.24,6.70
2023Q2,KAP RESIDENCES,21,4.72,5.57,6.05
2023Q2,KATONG REGENCY,15,5.04,5.87,6.74
2023Q2,KENSINGTON SQUARE,19,4.56,5.81,6.27
2023Q2,KENT RIDGE HILL RESIDENCES,05,6.46,6.97,7.39
2023Q2,KERRISDALE,08,4.19,4.45,4.76
2023Q2,KIM SIA COURT,09,3.30,3.71,4.01
2023Q2,KING'S MANSION,15,2.83,3.08,3.35
2023Q2,KINGSFORD . HILLVIEW PEAK,23,4.83,5.42,6.05
2023Q2,KINGSFORD WATERBAY,19,4.88,5.33,5.79
2023Q2,KOVAN MELODY,19,4.10,4.30,4.52
2023Q2,KOVAN REGENCY,19,4.46,5.21,5.60
2023Q2,KOVAN RESIDENCES,19,3.99,4.25,4.48
2023Q2,KUM HING COURT,10,2.65,2.71,3.08
2023Q2,L'VIV,11,6.07,6.14,6.76
2023Q2,LA CRYSTAL,09,4.84,5.33,5.81
2023Q2,LA FIESTA,19,4.76,5.04,6.19
2023Q2,LAKE GRANDE,22,5.65,6.19,6.97
2023Q2,LAKEPOINT CONDOMINIUM,22,2.16,2.30,2.62
2023Q2,LAKEVILLE,22,5.43,5.74,6.15
2023Q2,LE CRESCENDO,14,3.94,4.15,4.22
2023Q2,LE QUEST,23,5.49,5.91,6.30
2023Q2,LEEDON RESIDENCE,10,5.61,6.57,6.99
2023Q2,LEONIE CONDOTEL,09,4.27,4.46,4.61
2023Q2,LEONIE GARDENS,09,3.38,3.96,4.54
2023Q2,LINCOLN SUITES,11,6.01,6.28,7.25
2023Q2,LIVIA,18,3.17,3.57,4.00
2023Q2,LOFT @ NATHAN,10,5.92,7.08,7.27
2023Q2,LOYANG VALLEY,17,2.17,2.62,2.75
2023Q2,LUMA,09,5.82,6.14,6.52
2023Q2,LUMIERE,02,5.83,6.29,6.91
2023Q2,MANDARIN GARDENS,15,3.34,3.70,4.59
2023Q2,MAPLE WOODS,21,3.76,4.23,4.52
2023Q2,MARGARET VILLE,03,6.79,7.46,8.42
2023Q2,MARINA BAY RESIDENCES,01,7.24,7.74,8.08
2023Q2,MARINA BAY SUITES,01,5.93,6.33,6.79
2023Q2,MARINA COLLECTION,04,5.01,5.03,5.60
2023Q2,MARINA ONE RESIDENCES,01,6.94,7.37,7.90
2023Q2,MARTIN PLACE RESIDENCES,09,6.03,6.68,7.41
2023Q2,MAYFAIR GARDENS,21,6.12,6.57,6.91
2023Q2,MAYFAIR MODERN,21,6.14,6.59,6.97
2023Q2,MAYSPRINGS,23,3.08,3.32,3.74
2023Q2,MEADOWS @ PEIRCE,26,3.62,3.86,4.37
2023Q2,MELROSE PARK,10,4.78,4.80,5.44
2023Q2,MELVILLE PARK,18,3.34,3.62,3.92
2023Q2,MERAPRIME,03,5.92,6.16,6.55
2023Q2,MERAWOODS,23,3.13,3.25,3.53
2023Q2,MI CASA,23,3.30,3.49,3.57
2023Q2,MIDTOWN RESIDENCES,19,5.20,5.56,5.77
2023Q2,MILL POINT,10,5.35,5.73,7.06
2023Q2,MILLAGE,14,5.54,6.34,6.51
2023Q2,MIRAGE TOWER,09,4.37,5.24,6.43
2023Q2,MONTEBLEU,11,4.63,4.78,5.20
2023Q2,MY MANHATTAN,18,4.65,4.80,5.30
2023Q2,NATHAN RESIDENCES,10,5.83,6.16,6.65
2023Q2,NATURA@HILLVIEW,23,5.16,5.76,6.26
2023Q2,NEEM TREE,12,6.31,6.86,7.23
2023Q2,NEPTUNE COURT,15,2.62,3.15,3.46
2023Q2,NEWEST,05,4.11,5.04,5.43
2023Q2,NEWTON GEMS,11,4.94,5.27,5.51
2023Q2,NIN RESIDENCE,13,4.59,4.90,5.25
2023Q2,NINETEEN SHELFORD ROAD,11,4.55,4.89,5.46
2023Q2,NORTH PARK RESIDENCES,27,5.16,5.72,6.27
2023Q2,NORTHVALE,23,2.85,3.17,3.54
2023Q2,NOTTINGHILL SUITES,21,6.28,6.78,7.03
2023Q2,NV RESIDENCES,18,3.88,4.39,4.90
2023Q2,OASIS @ ELIAS,18,3.50,3.64,3.72
2023Q2,OCEAN PARK,15,3.09,3.27,3.79
2023Q2,OKIO,12,5.83,6.14,7.30
2023Q2,OLEANDER TOWERS,12,3.65,3.89,4.08
2023Q2,ONE AMBER,15,4.63,5.14,5.35
2023Q2,ONE DEVONSHIRE,09,6.85,7.25,7.65
2023Q2,ONE DUSUN RESIDENCES,12,6.13,6.45,7.03
2023Q2,ONE JERVOIS,10,4.76,5.09,5.72
2023Q2,ONE LEICESTER,13,4.06,4.16,4.57
2023Q2,ONE OXLEY RISE,09,5.45,5.88,6.11
2023Q2,ONE SHENTON,01,5.73,6.46,7.41
2023Q2,ONE-NORTH RESIDENCES,05,4.61,5.15,5.96
2023Q2,OPTIMA @ TANAH MERAH,16,4.27,4.50,5.21
2023Q2,ORCHARD SCOTTS,09,5.35,5.54,6.05
2023Q2,ORCHID PARK CONDOMINIUM,27,2.98,3.30,3.57
2023Q2,OUE TWIN PEAKS,09,7.86,8.44,8.76
2023Q2,PALM GARDENS,23,2.71,2.92,3.24
2023Q2,PALM ISLES,17,4.02,4.24,4.71
2023Q2,PANDAN VALLEY,21,2.85,3.07,3.48
2023Q2,PARC BOTANNIA,28,5.71,5.99,6.33
2023Q2,PARC CENTROS,19,4.38,5.04,6.48
2023Q2,PARC EMILY,09,5.10,5.41,6.10
2023Q2,PARC ESTA,14,6.88,7.24,8.24
2023Q2,PARC IMPERIAL,05,7.38,7.53,7.74
2023Q2,PARC OASIS,22,3.34,3.75,3.91
2023Q2,PARC OLYMPIA,17,3.87,4.19,4.88
2023Q2,PARC PALAIS,21,3.23,3.43,3.71
2023Q2,PARC RIVIERA,05,6.04,6.44,6.91
2023Q2,PARC ROSEWOOD,25,4.62,5.58,6.27
2023Q2,PARC SOPHIA,09,5.99,6.28,6.81
2023Q2,PARC VERA,19,3.64,4.14,4.47
2023Q2,PARC VISTA,22,3.12,3.51,3.79
2023Q2,PARK COLONIAL,13,7.09,7.56,7.78
2023Q2,PARK INFINIA AT WEE NAM,11,5.75,6.22,6.46
2023Q2,PARK PLACE RESIDENCES AT PLQ,14,7.30,7.51,8.25
2023Q2,PARK VIEW MANSION,22,1.75,2.02,2.40
2023Q2,PARKSUITES,10,6.47,6.72,7.05
2023Q2,PARKVIEW APARTMENTS,23,2.99,3.27,3.65
2023Q2,PARVIS,10,5.38,6.36,6.68
2023Q2,PASTORAL VIEW,11,3.80,4.70,5.50
2023Q2,PATERSON SUITES,09,5.77,6.20,6.75
2023Q2,PAVILION 11,11,4.33,4.54,4.71
2023Q2,PAVILION SQUARE,14,6.59,6.78,7.13
2023Q2,PAYA LEBAR RESIDENCES,14,3.68,3.92,4.01
2023Q2,PEBBLE BAY,15,4.28,4.54,4.75
2023Q2,PEOPLE'S PARK COMPLEX,01,3.60,4.15,4.95
2023Q2,PETIT JERVOIS,10,7.51,7.56,8.10
2023Q2,PRESTIGE HEIGHTS,12,6.92,7.24,7.71
2023Q2,PRINCIPAL GARDEN,03,6.43,6.94,7.81
2023Q2,Q BAY RESIDENCES,18,3.94,4.65,5.37
2023Q2,QUEENS,03,4.97,5.10,5.44
2023Q2,QUEENS PEAK,03,7.10,7.84,8.83
2023Q2,QUESTA @ DUNMAN,15,5.00,5.45,5.53
2023Q2,REFLECTIONS AT KEPPEL BAY,04,5.51,5.90,6.23
2023Q2,REGENCY PARK,10,3.78,4.25,5.04
2023Q2,REGENT GROVE,23,3.26,3.44,3.67
2023Q2,REGENT HEIGHTS,23,3.40,3.74,3.94
2023Q2,REGENT PARK,05,4.19,4.51,4.72
2023Q2,REGENT RESIDENCES,12,4.76,4.89,5.52
2023Q2,REGENTVILLE,19,3.41,3.68,3.83
2023Q2,RESIDENCES @ EVELYN,11,4.46,5.20,5.34
2023Q2,REZI 24,14,6.30,6.66,7.08
2023Q2,RIDGEWOOD,10,3.10,3.65,4.00
2023Q2,RIO VISTA,19,3.20,3.48,3.84
2023Q2,RIPPLE BAY,18,4.26,4.61,5.07
2023Q2,RIS GRANDEUR,18,3.35,3.54,3.71
2023Q2,RIVER ISLES,19,3.56,4.22,4.45
2023Q2,RIVER PLACE,03,4.73,5.34,5.66
2023Q2,RIVERBANK @ FERNVALE,28,4.34,4.65,5.13
2023Q2,RIVERGATE,09,6.35,6.75,7.06
2023Q2,RIVERSAILS,19,4.02,4.33,4.59
2023Q2,RIVERSIDE 48,09,5.39,5.73,6.16
2023Q2,RIVERSOUND RESIDENCE,19,3.72,3.87,4.01
2023Q2,RIVERTREES RESIDENCES,28,4.51,5.00,5.53
2023Q2,RIVERVALE CREST,19,2.83,3.37,3.52
2023Q2,RIVIERE,03,8.53,8.82,9.06
2023Q2,ROBERTSON 100,09,5.66,5.90,6.10
2023Q2,ROBIN RESIDENCES,10,5.32,5.83,7.22
2023Q2,ROBINSON SUITES,01,7.31,7.51,8.15
2023Q2,ROSEWOOD,25,2.82,3.16,3.44
2023Q2,ROYALGREEN,10,7.24,7.59,7.87
2023Q2,RV RESIDENCES,10,6.72,7.17,8.34
2023Q2,RV SUITES,10,6.40,6.92,7.47
2023Q2,SANCTUARY GREEN,15,4.07,4.48,4.98
2023Q2,SANT RITZ,13,5.18,5.98,6.10
2023Q2,SAVANNAH CONDOPARK,18,3.23,3.72,3.99
2023Q2,SCOTTS 28,09,4.69,4.91,5.19
2023Q2,SCOTTS SQUARE,09,8.13,8.34,8.54
2023Q2,SEA ESTA,18,3.59,4.25,4.68
2023Q2,SEAHILL,05,5.57,5.95,6.60
2023Q2,SEASCAPE,04,5.75,6.21,6.24
2023Q2,SEASIDE RESIDENCES,15,6.04,6.64,7.00
2023Q2,SEASONS PARK,26,3.23,3.62,3.79
2023Q2,SEASTRAND,18,3.80,4.18,5.03
2023Q2,SELETAR PARK RESIDENCE,28,3.19,4.25,4.74
2023Q2,SENNETT ESTATE,13,2.65,2.77,3.89
2023Q2,SENNETT RESIDENCE,13,5.31,5.59,6.36
2023Q2,SERENITY PARK,28,2.67,2.89,3.06
2023Q2,SEVENTY SAINT PATRICK'S,15,4.68,5.26,5.50
2023Q2,SHERWOOD TOWER,21,2.82,3.29,3.87
2023Q2,SIGLAP V,15,3.95,5.18,5.56
2023Q2,SIGNATURE PARK,21,3.22,3.46,3.64
2023Q2,SILVERSEA,15,5.11,5.51,5.68
2023Q2,SIMS URBAN OASIS,14,5.91,6.41,6.80
2023Q2,SIMSVILLE,14,3.60,3.93,4.46
2023Q2,SKIES MILTONIA,27,3.87,4.56,5.32
2023Q2,SKY GREEN,13,5.02,6.12,6.48
2023Q2,SKY HABITAT,20,4.54,5.01,5.56
2023Q2,SKY VUE,20,5.52,6.02,6.77
2023Q2,SKYLINE RESIDENCES,04,5.39,6.03,6.93
2023Q2,SKYSUITES@ANSON,02,7.62,7.94,8.58
2023Q2,SOLEIL @ SINARAN,11,6.54,6.88,7.48
2023Q2,SOMMERVILLE GRANDEUR,10,3.54,3.93,4.37
2023Q2,SOMMERVILLE PARK,10,3.76,4.35,4.97
2023Q2,SOPHIA HILLS,09,5.83,7.01,7.61
2023Q2,SOPHIA RESIDENCE,09,5.27,6.00,6.23
2023Q2,SOUTHAVEN II,21,3.03,3.22,3.44
2023Q2,SOUTHBANK,07,5.64,5.81,6.03
2023Q2,SPANISH VILLAGE,10,3.24,3.61,4.77
2023Q2,SPOTTISWOODE 18,02,7.08,8.26,8.52
2023Q2,SPOTTISWOODE PARK,02,3.05,3.54,3.82
2023Q2,SPOTTISWOODE RESIDENCES,02,6.10,6.34,6.71
2023Q2,SPOTTISWOODE SUITES,02,6.36,7.14,7.71
2023Q2,SPRING GROVE,10,4.87,5.14,5.43
2023Q2,SPRINGDALE CONDOMINIUM,21,3.50,3.87,4.13
2023Q2,ST REGIS RESIDENCES SINGAPORE,10,5.62,5.82,6.10
2023Q2,STARLIGHT SUITES,09,5.95,6.21,6.93
2023Q2,STARS OF KOVAN,19,5.29,5.74,5.97
2023Q2,STELLAR RV,10,6.26,6.64,7.06
2023Q2,STIRLING RESIDENCES,03,7.74,8.11,8.84
2023Q2,STRATA,11,5.27,6.14,7.02
2023Q2,STRATUM,18,4.11,4.97,5.73
2023Q2,STURDEE RESIDENCES,08,6.33,6.70,8.34
2023Q2,SUITES AT ORCHARD,09,5.98,6.76,7.56
2023Q2,SUMMERHILL,21,3.18,3.38,3.79
2023Q2,SUNGLADE,19,3.93,4.24,4.41
2023Q2,SUNHAVEN,16,3.21,3.47,3.57
2023Q2,SUNSHINE PLAZA,07,4.60,5.35,5.59
2023Q2,SYCAMORE TREE,15,5.77,6.69,7.74
2023Q2,SYMPHONY HEIGHTS,21,3.33,3.67,3.90
2023Q2,SYMPHONY SUITES,27,4.50,4.65,4.92
2023Q2,TANGLIN PARK,10,4.36,4.89,5.13
2023Q2,TANGLIN REGENCY,10,4.67,5.19,5.57
2023Q2,TANGLIN VIEW,03,4.67,4.86,5.05
2023Q2,TANJONG RIA CONDOMINIUM,15,3.86,4.38,4.93
2023Q2,TERESA VILLE,04,2.80,3.06,3.54
2023Q2,TERRASSE,19,4.10,4.20,4.70
2023Q2,TEXTILE CENTRE,07,3.78,4.31,5.42
2023Q2,THE ALPS RESIDENCES,18,5.08,5.44,5.81
2023Q2,THE ANCHORAGE,03,3.53,3.86,4.28
2023Q2,THE ANTARES,14,6.33,6.61,6.97
2023Q2,THE ARTE,12,3.62,3.91,4.25
2023Q2,THE AZURE,04,5.65,5.99,6.36
2023Q2,THE BAYRON,09,5.13,5.59,6.07
2023Q2,THE BAYSHORE,16,3.79,4.05,4.21
2023Q2,THE BENCOOLEN,07,4.65,4.97,5.50
2023Q2,THE BERTH BY THE COVE,04,4.38,5.13,5.39
2023Q2,THE BOUTIQ,09,6.00,6.79,7.50
2023Q2,THE CASCADIA,21,4.68,5.00,5.19
2023Q2,THE CATHAY RESIDENCE,09,5.45,5.59,5.88
2023Q2,THE CENTREPOINT,09,4.70,6.59,7.33
2023Q2,THE CENTRIS,22,4.37,4.69,4.96
2023Q2,THE CLAYMORE,09,4.29,4.66,5.04
2023Q2,THE CLEARWATER,16,3.65,4.28,4.67
2023Q2,THE CLEMENT CANOPY,05,5.92,6.23,6.60
2023Q2,THE CLIFT,01,6.89,7.96,8.72
2023Q2,THE COAST AT SENTOSA COVE,04,5.22,5.71,6.18
2023Q2,THE COLONNADE,10,4.57,4.96,5.52
2023Q2,THE COSMOPOLITAN,09,6.20,6.56,6.80
2023Q2,THE CREEK @ BUKIT,21,4.46,4.82,5.33
2023Q2,THE CREST,03,5.85,6.31,6.67
2023Q2,THE DAIRY FARM,23,2.58,2.94,3.33
2023Q2,THE DRAYCOTT,10,3.57,3.99,4.31
2023Q2,THE ESTA,15,4.91,5.13,5.33
2023Q2,THE ESTUARY,27,3.46,3.89,4.36
2023Q2,THE FORD @ HOLLAND,10,5.82,6.38,7.37
2023Q2,THE FORESTA @ MOUNT FABER,04,6.44,7.43,7.90
2023Q2,THE GALE,17,3.28,3.56,4.25
2023Q2,THE GARDEN RESIDENCES,19,5.63,5.99,6.43
2023Q2,THE GARDENS AT BISHAN,20,3.98,4.26,4.37
2023Q2,THE GAZANIA,19,6.18,6.73,7.25
2023Q2,THE GLADES,16,5.35,5.93,6.63
2023Q2,THE GREENWICH,28,4.20,4.42,5.10
2023Q2,THE HILLFORD,21,7.00,7.53,8.04
2023Q2,THE HILLIER,23,5.18,5.46,5.97
2023Q2,THE HILLSIDE,21,3.21,3.73,3.93
2023Q2,THE IMPERIAL,09,5.82,6.03,6.26
2023Q2,THE INFLORA,17,4.13,4.71,5.83
2023Q2,THE INSPIRA,09,5.95,6.27,6.48
2023Q2,THE INTERLACE,04,4.50,5.07,5.40
2023Q2,THE INTERWEAVE,12,5.08,6.80,7.43
2023Q2,THE JADE,23,3.91,3.95,4.14
2023Q2,THE JOVELL,17,5.35,5.67,6.10
2023Q2,THE LAKEFRONT RESIDENCES,22,4.97,5.53,5.98
2023Q2,THE LAKESHORE,22,4.29,4.52,4.77
2023Q2,THE LANAI,23,4.18,4.50,4.62
2023Q2,THE LAURELS,09,7.12,7.48,8.20
2023Q2,THE LIGHT @ CAIRNHILL,09,5.32,5.58,5.83
2023Q2,THE LINE @ TANJONG RHU,15,5.49,6.19,6.84
2023Q2,THE LUXURIE,19,4.45,4.90,5.02
2023Q2,THE MADEIRA,23,3.22,3.48,4.04
2023Q2,THE MAKENA,15,3.68,4.04,4.45
2023Q2,THE MARBELLA,10,4.31,4.74,4.90
2023Q2,THE MAYFAIR,22,3.63,3.78,4.39
2023Q2,THE METROPOLITAN CONDOMINIUM,03,5.00,5.25,6.23
2023Q2,THE METZ,09,7.17,7.63,8.26
2023Q2,THE MEYERISE,15,5.22,5.45,5.71
2023Q2,THE MEZZO,12,4.17,4.65,4.76
2023Q2,THE MILTONIA RESIDENCES,27,3.11,3.51,4.02
2023Q2,THE MINTON,19,3.72,4.07,4.59
2023Q2,THE NAUTICAL,27,3.93,4.08,4.97
2023Q2,THE NEXUS,21,5.07,5.24,5.35
