Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2023Q2,THE OCEANFRONT @ SENTOSA COVE,04,5.31,5.91,6.29
2023Q2,THE PALETTE,18,4.13,4.48,5.24
2023Q2,THE PANORAMA,20,5.28,5.72,6.47
2023Q2,THE PARC CONDOMINIUM,05,4.38,4.65,4.93
2023Q2,THE PEAK @ CAIRNHILL II,09,5.77,6.03,6.33
2023Q2,THE PEAK@BALMEG,05,4.20,4.39,4.52
2023Q2,THE PIER AT ROBERTSON,09,6.32,6.83,7.30
2023Q2,THE POIZ RESIDENCES,13,6.56,7.15,7.48
2023Q2,THE PROMENADE@PELIKAT,19,3.80,5.53,5.95
2023Q2,THE QUARTZ,19,3.81,4.03,4.31
2023Q2,THE REGALIA,09,3.58,4.19,5.23
2023Q2,THE REGENCY AT TIONG BAHRU,03,5.41,5.62,5.74
2023Q2,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,04,5.41,5.56,6.03
2023Q2,THE RISE @ OXLEY - RESIDENCES,09,7.08,7.28,8.49
2023Q2,THE RIVERINE BY THE PARK,12,4.65,4.99,5.26
2023Q2,THE ROCHESTER RESIDENCES,05,4.76,5.01,5.64
2023Q2,THE SAIL @ MARINA BAY,01,6.72,7.20,7.82
2023Q2,THE SANTORINI,18,4.75,5.51,5.69
2023Q2,THE SCALA,19,4.94,5.23,5.82
2023Q2,THE SCOTTS TOWER,09,6.87,7.10,7.87
2023Q2,THE SEA VIEW,15,5.17,5.60,5.75
2023Q2,THE SEAFRONT ON MEYER,15,4.36,4.50,4.71
2023Q2,THE SEAWIND,15,4.87,5.33,5.71
2023Q2,THE SHELFORD,11,5.13,5.36,5.66
2023Q2,THE SHORE RESIDENCES,15,5.60,5.74,6.25
2023Q2,THE SKYWOODS,23,4.92,5.25,5.49
2023Q2,THE STERLING,21,4.07,4.40,4.94
2023Q2,THE SUITES AT CENTRAL,09,6.34,6.58,7.11
2023Q2,THE SUNNY SPRING,14,3.43,3.83,3.99
2023Q2,THE TANAMERA,16,3.25,3.63,3.69
2023Q2,THE TAPESTRY,18,5.91,6.22,6.77
2023Q2,THE TEMBUSU,19,4.72,5.04,5.60
2023Q2,THE TENNERY,23,4.55,4.88,5.09
2023Q2,THE TESSARINA,10,4.39,4.88,5.33
2023Q2,THE TRE VER,13,5.92,6.26,6.79
2023Q2,THE TRILINQ,05,5.18,5.81,6.20
2023Q2,THE TRILLIUM,09,5.74,6.07,6.11
2023Q2,THE TRIZON,10,4.07,4.59,4.97
2023Q2,THE VERMONT ON CAIRNHILL,09,5.86,6.40,7.58
2023Q2,THE VERVE,12,5.33,5.46,6.52
2023Q2,THE VIRIDIAN,12,5.41,5.69,5.99
2023Q2,THE VISION,05,4.65,4.95,5.05
2023Q2,THE WARREN,23,3.26,3.55,3.77
2023Q2,THE WATER EDGE,14,4.95,6.00,7.31
2023Q2,THE WATERINA,14,4.16,4.58,4.87
2023Q2,THE WATERSIDE,15,3.47,3.93,4.31
2023Q2,THE WHARF RESIDENCE,09,6.16,6.59,6.94
2023Q2,THE WOODLEIGH RESIDENCES,13,6.82,7.04,7.36
2023Q2,THOMSON 800,11,3.45,3.66,3.71
2023Q2,THOMSON EURO-ASIA,11,4.75,5.26,5.34
2023Q2,THOMSON GRAND,20,3.85,4.19,4.43
2023Q2,THOMSON IMPRESSIONS,20,4.99,5.56,6.81
2023Q2,THOMSON THREE,20,5.46,5.63,6.19
2023Q2,TIARA,09,4.66,5.01,5.26
2023Q2,TIONG BAHRU ESTATE,03,5.03,6.06,6.80
2023Q2,TRE RESIDENCES,14,5.74,6.34,6.61
2023Q2,TREE HOUSE,23,3.83,4.30,4.71
2023Q2,TRELLIS TOWERS,12,3.70,4.21,5.28
2023Q2,TRESALVEO,20,3.81,4.30,5.69
2023Q2,TREVISTA,12,4.88,5.15,5.36
2023Q2,TRIBECA,09,5.45,6.80,7.10
2023Q2,TRILIGHT,11,5.24,5.69,6.07
2023Q2,TRILIVE,19,4.65,5.83,6.01
2023Q2,TURQUOISE,04,4.43,6.02,6.20
2023Q2,TWIN REGENCY,03,5.69,5.96,6.10
2023Q2,TWIN VEW,05,5.65,6.16,6.65
2023Q2,UE SQUARE,09,4.44,4.76,5.50
2023Q2,UP@ROBERTSON QUAY,09,7.84,8.53,8.73
2023Q2,URBAN SUITES,09,5.97,6.42,6.91
2023Q2,URBAN VISTA,16,4.89,5.55,6.38
2023Q2,URBANA,09,5.44,6.13,6.54
2023Q2,V ON SHENTON,01,6.33,7.11,8.57
2023Q2,VACANZA @ EAST,14,4.04,4.49,4.76
2023Q2,VALLEY PARK,10,4.43,4.85,5.18
2023Q2,VARSITY PARK CONDOMINIUM,05,4.49,4.71,4.92
2023Q2,VIDA,09,5.68,6.93,7.58
2023Q2,VILLA MARINA,15,3.45,3.72,4.16
2023Q2,VILLAGE @ PASIR PANJANG,05,4.02,4.80,4.93
2023Q2,VISIONCREST,09,6.00,6.33,6.75
2023Q2,VISTA RESIDENCES,12,4.39,4.95,5.12
2023Q2,VIVA,11,6.19,6.39,6.70
2023Q2,VIVA VISTA,05,6.95,7.66,8.13
2023Q2,VUE 8 RESIDENCE,18,4.12,4.57,5.16
2023Q2,WATER PLACE,15,4.48,4.88,5.08
2023Q2,WATERBANK AT DAKOTA,14,5.16,5.83,6.81
2023Q2,WATERFRONT GOLD,16,4.08,4.30,5.01
2023Q2,WATERFRONT ISLE,16,4.45,4.65,5.00
2023Q2,WATERFRONT KEY,16,3.84,4.34,4.97
2023Q2,WATERFRONT WAVES,16,3.94,4.26,4.38
2023Q2,WATERMARK ROBERTSON QUAY,09,5.77,6.16,6.48
2023Q2,WATERSCAPE AT CAVENAGH,09,4.80,5.43,6.70
2023Q2,WATERTOWN,19,5.15,5.68,6.02
2023Q2,WATERVIEW,18,3.96,4.52,4.96
2023Q2,WEST BAY CONDOMINIUM,05,3.28,3.87,4.39
2023Q2,WESTCOVE CONDOMINIUM,05,3.64,3.83,4.14
2023Q2,WHISTLER GRAND,05,6.75,7.01,8.04
2023Q2,WHITEHAVEN,05,3.86,4.90,6.23
2023Q2,WING FONG MANSIONS/WING FONG COURT,14,3.48,4.10,4.59
2023Q2,WOODGROVE CONDOMINIUM,25,2.81,3.16,3.38
2023Q2,WOODHAVEN,25,3.33,4.13,4.62
2023Q2,YISHUN EMERALD,27,3.32,3.45,3.56
2023Q2,YONG AN PARK,09,3.99,4.68,5.17
